source,locality,bhk,price_raw,area_raw,title,url,scraped_date,price,area_sqft,price_per_sqft,year,month,month_name,week_number,festival,is_festival
magicbricks,Arera Colony,2 BHK,"₹ 18,500/month",862 sq.ft,2 BHK Flat in Arera Colony,https://example.com/arera-colony/2-bhk,2024-09-30,18500,862.0,21.46,2024,9,Sep,40,,False
99acres,Arera Colony,2 BHK,"₹ 13,500/month",761 sq.ft,2 BHK Flat in Arera Colony,https://example.com/arera-colony/2-bhk,2024-09-30,13500,761.0,17.74,2024,9,Sep,40,,False
99acres,Arera Colony,2 BHK,"₹ 14,000/month",950 sq.ft,2 BHK Flat in Arera Colony,https://example.com/arera-colony/2-bhk,2024-09-30,14000,950.0,14.74,2024,9,Sep,40,,False
99acres,Arera Colony,3 BHK,"₹ 28,500/month",1356 sq.ft,3 BHK Flat in Arera Colony,https://example.com/arera-colony/3-bhk,2024-09-30,28500,1356.0,21.02,2024,9,Sep,40,,False
magicbricks,Arera Colony,3 BHK,"₹ 23,500/month",1127 sq.ft,3 BHK Flat in Arera Colony,https://example.com/arera-colony/3-bhk,2024-09-30,23500,1127.0,20.85,2024,9,Sep,40,,False
magicbricks,Arera Colony,3 BHK,"₹ 16,500/month",1154 sq.ft,3 BHK Flat in Arera Colony,https://example.com/arera-colony/3-bhk,2024-09-30,16500,1154.0,14.3,2024,9,Sep,40,,False
magicbricks,Arera Colony,3 BHK,"₹ 19,000/month",1284 sq.ft,3 BHK Flat in Arera Colony,https://example.com/arera-colony/3-bhk,2024-09-30,19000,1284.0,14.8,2024,9,Sep,40,,False
magicbricks,Arera Colony,3 BHK,"₹ 23,000/month",1371 sq.ft,3 BHK Flat in Arera Colony,https://example.com/arera-colony/3-bhk,2024-09-30,23000,1371.0,16.78,2024,9,Sep,40,,False
magicbricks,MP Nagar,1 BHK,"₹ 9,500/month",535 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2024-09-30,9500,535.0,17.76,2024,9,Sep,40,,False
magicbricks,MP Nagar,1 BHK,"₹ 10,500/month",622 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2024-09-30,10500,622.0,16.88,2024,9,Sep,40,,False
magicbricks,MP Nagar,1 BHK,"₹ 11,000/month",641 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2024-09-30,11000,641.0,17.16,2024,9,Sep,40,,False
magicbricks,MP Nagar,1 BHK,"₹ 13,000/month",597 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2024-09-30,13000,597.0,21.78,2024,9,Sep,40,,False
magicbricks,MP Nagar,1 BHK,"₹ 10,500/month",588 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2024-09-30,10500,588.0,17.86,2024,9,Sep,40,,False
magicbricks,MP Nagar,1 BHK,"₹ 12,500/month",442 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2024-09-30,12500,442.0,28.28,2024,9,Sep,40,,False
99acres,MP Nagar,1 BHK,"₹ 13,000/month",432 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2024-09-30,13000,432.0,30.09,2024,9,Sep,40,,False
magicbricks,MP Nagar,1 BHK,"₹ 13,000/month",452 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2024-09-30,13000,452.0,28.76,2024,9,Sep,40,,False
99acres,MP Nagar,1 BHK,"₹ 11,500/month",610 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2024-09-30,11500,610.0,18.85,2024,9,Sep,40,,False
magicbricks,MP Nagar,1 BHK,"₹ 8,000/month",551 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2024-09-30,8000,551.0,14.52,2024,9,Sep,40,,False
magicbricks,MP Nagar,1 BHK,"₹ 11,500/month",496 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2024-09-30,11500,496.0,23.19,2024,9,Sep,40,,False
magicbricks,MP Nagar,2 BHK,"₹ 22,500/month",831 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2024-09-30,22500,831.0,27.08,2024,9,Sep,40,,False
99acres,MP Nagar,2 BHK,"₹ 19,500/month",871 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2024-09-30,19500,871.0,22.39,2024,9,Sep,40,,False
99acres,MP Nagar,2 BHK,"₹ 24,500/month",775 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2024-09-30,24500,775.0,31.61,2024,9,Sep,40,,False
99acres,MP Nagar,2 BHK,"₹ 22,000/month",857 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2024-09-30,22000,857.0,25.67,2024,9,Sep,40,,False
magicbricks,MP Nagar,2 BHK,"₹ 21,000/month",927 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2024-09-30,21000,927.0,22.65,2024,9,Sep,40,,False
99acres,MP Nagar,2 BHK,"₹ 22,500/month",839 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2024-09-30,22500,839.0,26.82,2024,9,Sep,40,,False
99acres,MP Nagar,2 BHK,"₹ 20,500/month",706 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2024-09-30,20500,706.0,29.04,2024,9,Sep,40,,False
magicbricks,MP Nagar,2 BHK,"₹ 12,500/month",1016 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2024-09-30,12500,1016.0,12.3,2024,9,Sep,40,,False
magicbricks,MP Nagar,2 BHK,"₹ 18,000/month",870 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2024-09-30,18000,870.0,20.69,2024,9,Sep,40,,False
magicbricks,MP Nagar,2 BHK,"₹ 23,000/month",950 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2024-09-30,23000,950.0,24.21,2024,9,Sep,40,,False
magicbricks,MP Nagar,2 BHK,"₹ 17,500/month",1009 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2024-09-30,17500,1009.0,17.34,2024,9,Sep,40,,False
99acres,MP Nagar,3 BHK,"₹ 29,000/month",1152 sq.ft,3 BHK Flat in MP Nagar,https://example.com/mp-nagar/3-bhk,2024-09-30,29000,1152.0,25.17,2024,9,Sep,40,,False
99acres,MP Nagar,3 BHK,"₹ 26,000/month",1198 sq.ft,3 BHK Flat in MP Nagar,https://example.com/mp-nagar/3-bhk,2024-09-30,26000,1198.0,21.7,2024,9,Sep,40,,False
99acres,MP Nagar,3 BHK,"₹ 37,000/month",1459 sq.ft,3 BHK Flat in MP Nagar,https://example.com/mp-nagar/3-bhk,2024-09-30,37000,1459.0,25.36,2024,9,Sep,40,,False
99acres,MP Nagar,3 BHK,"₹ 37,000/month",1218 sq.ft,3 BHK Flat in MP Nagar,https://example.com/mp-nagar/3-bhk,2024-09-30,37000,1218.0,30.38,2024,9,Sep,40,,False
magicbricks,MP Nagar,3 BHK,"₹ 26,500/month",1240 sq.ft,3 BHK Flat in MP Nagar,https://example.com/mp-nagar/3-bhk,2024-09-30,26500,1240.0,21.37,2024,9,Sep,40,,False
magicbricks,MP Nagar,3 BHK,"₹ 30,500/month",1455 sq.ft,3 BHK Flat in MP Nagar,https://example.com/mp-nagar/3-bhk,2024-09-30,30500,1455.0,20.96,2024,9,Sep,40,,False
magicbricks,MP Nagar,3 BHK,"₹ 27,500/month",1131 sq.ft,3 BHK Flat in MP Nagar,https://example.com/mp-nagar/3-bhk,2024-09-30,27500,1131.0,24.31,2024,9,Sep,40,,False
magicbricks,MP Nagar,3 BHK,"₹ 32,500/month",1242 sq.ft,3 BHK Flat in MP Nagar,https://example.com/mp-nagar/3-bhk,2024-09-30,32500,1242.0,26.17,2024,9,Sep,40,,False
magicbricks,MP Nagar,3 BHK,"₹ 32,000/month",1116 sq.ft,3 BHK Flat in MP Nagar,https://example.com/mp-nagar/3-bhk,2024-09-30,32000,1116.0,28.67,2024,9,Sep,40,,False
magicbricks,MP Nagar,3 BHK,"₹ 33,500/month",1127 sq.ft,3 BHK Flat in MP Nagar,https://example.com/mp-nagar/3-bhk,2024-09-30,33500,1127.0,29.72,2024,9,Sep,40,,False
99acres,MP Nagar,3 BHK,"₹ 31,500/month",1177 sq.ft,3 BHK Flat in MP Nagar,https://example.com/mp-nagar/3-bhk,2024-09-30,31500,1177.0,26.76,2024,9,Sep,40,,False
99acres,Shivaji Nagar,1 BHK,"₹ 10,000/month",648 sq.ft,1 BHK Flat in Shivaji Nagar,https://example.com/shivaji-nagar/1-bhk,2024-09-30,10000,648.0,15.43,2024,9,Sep,40,,False
magicbricks,Shivaji Nagar,1 BHK,"₹ 6,500/month",586 sq.ft,1 BHK Flat in Shivaji Nagar,https://example.com/shivaji-nagar/1-bhk,2024-09-30,6500,586.0,11.09,2024,9,Sep,40,,False
99acres,Shivaji Nagar,1 BHK,"₹ 6,000/month",415 sq.ft,1 BHK Flat in Shivaji Nagar,https://example.com/shivaji-nagar/1-bhk,2024-09-30,6000,415.0,14.46,2024,9,Sep,40,,False
magicbricks,Shivaji Nagar,2 BHK,"₹ 12,000/month",921 sq.ft,2 BHK Flat in Shivaji Nagar,https://example.com/shivaji-nagar/2-bhk,2024-09-30,12000,921.0,13.03,2024,9,Sep,40,,False
magicbricks,Shivaji Nagar,2 BHK,"₹ 9,500/month",708 sq.ft,2 BHK Flat in Shivaji Nagar,https://example.com/shivaji-nagar/2-bhk,2024-09-30,9500,708.0,13.42,2024,9,Sep,40,,False
magicbricks,Shivaji Nagar,2 BHK,"₹ 10,000/month",817 sq.ft,2 BHK Flat in Shivaji Nagar,https://example.com/shivaji-nagar/2-bhk,2024-09-30,10000,817.0,12.24,2024,9,Sep,40,,False
magicbricks,Shivaji Nagar,3 BHK,"₹ 15,500/month",1239 sq.ft,3 BHK Flat in Shivaji Nagar,https://example.com/shivaji-nagar/3-bhk,2024-09-30,15500,1239.0,12.51,2024,9,Sep,40,,False
99acres,Shivaji Nagar,3 BHK,"₹ 15,500/month",1214 sq.ft,3 BHK Flat in Shivaji Nagar,https://example.com/shivaji-nagar/3-bhk,2024-09-30,15500,1214.0,12.77,2024,9,Sep,40,,False
99acres,Shivaji Nagar,3 BHK,"₹ 15,500/month",1420 sq.ft,3 BHK Flat in Shivaji Nagar,https://example.com/shivaji-nagar/3-bhk,2024-09-30,15500,1420.0,10.92,2024,9,Sep,40,,False
magicbricks,Kolar Road,1 BHK,"₹ 7,000/month",590 sq.ft,1 BHK Flat in Kolar Road,https://example.com/kolar-road/1-bhk,2024-09-30,7000,590.0,11.86,2024,9,Sep,40,,False
99acres,Kolar Road,1 BHK,"₹ 6,000/month",591 sq.ft,1 BHK Flat in Kolar Road,https://example.com/kolar-road/1-bhk,2024-09-30,6000,591.0,10.15,2024,9,Sep,40,,False
99acres,Kolar Road,1 BHK,"₹ 6,500/month",567 sq.ft,1 BHK Flat in Kolar Road,https://example.com/kolar-road/1-bhk,2024-09-30,6500,567.0,11.46,2024,9,Sep,40,,False
99acres,Kolar Road,1 BHK,"₹ 7,000/month",650 sq.ft,1 BHK Flat in Kolar Road,https://example.com/kolar-road/1-bhk,2024-09-30,7000,650.0,10.77,2024,9,Sep,40,,False
magicbricks,Kolar Road,1 BHK,"₹ 6,000/month",633 sq.ft,1 BHK Flat in Kolar Road,https://example.com/kolar-road/1-bhk,2024-09-30,6000,633.0,9.48,2024,9,Sep,40,,False
magicbricks,Kolar Road,1 BHK,"₹ 6,500/month",483 sq.ft,1 BHK Flat in Kolar Road,https://example.com/kolar-road/1-bhk,2024-09-30,6500,483.0,13.46,2024,9,Sep,40,,False
magicbricks,Kolar Road,1 BHK,"₹ 7,000/month",583 sq.ft,1 BHK Flat in Kolar Road,https://example.com/kolar-road/1-bhk,2024-09-30,7000,583.0,12.01,2024,9,Sep,40,,False
99acres,Kolar Road,1 BHK,"₹ 5,000/month",436 sq.ft,1 BHK Flat in Kolar Road,https://example.com/kolar-road/1-bhk,2024-09-30,5000,436.0,11.47,2024,9,Sep,40,,False
magicbricks,Kolar Road,1 BHK,"₹ 4,500/month",423 sq.ft,1 BHK Flat in Kolar Road,https://example.com/kolar-road/1-bhk,2024-09-30,4500,423.0,10.64,2024,9,Sep,40,,False
99acres,Kolar Road,1 BHK,"₹ 7,000/month",469 sq.ft,1 BHK Flat in Kolar Road,https://example.com/kolar-road/1-bhk,2024-09-30,7000,469.0,14.93,2024,9,Sep,40,,False
magicbricks,Kolar Road,2 BHK,"₹ 11,000/month",715 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-09-30,11000,715.0,15.38,2024,9,Sep,40,,False
99acres,Kolar Road,2 BHK,"₹ 13,500/month",704 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-09-30,13500,704.0,19.18,2024,9,Sep,40,,False
99acres,Kolar Road,2 BHK,"₹ 11,000/month",768 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-09-30,11000,768.0,14.32,2024,9,Sep,40,,False
99acres,Kolar Road,2 BHK,"₹ 11,500/month",846 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-09-30,11500,846.0,13.59,2024,9,Sep,40,,False
magicbricks,Kolar Road,2 BHK,"₹ 10,500/month",849 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-09-30,10500,849.0,12.37,2024,9,Sep,40,,False
99acres,Kolar Road,2 BHK,"₹ 11,000/month",1047 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-09-30,11000,1047.0,10.51,2024,9,Sep,40,,False
99acres,Kolar Road,2 BHK,"₹ 13,000/month",700 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-09-30,13000,700.0,18.57,2024,9,Sep,40,,False
99acres,Kolar Road,2 BHK,"₹ 7,500/month",757 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-09-30,7500,757.0,9.91,2024,9,Sep,40,,False
magicbricks,Kolar Road,2 BHK,"₹ 11,000/month",793 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-09-30,11000,793.0,13.87,2024,9,Sep,40,,False
99acres,Kolar Road,2 BHK,"₹ 13,500/month",975 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-09-30,13500,975.0,13.85,2024,9,Sep,40,,False
99acres,Kolar Road,3 BHK,"₹ 16,500/month",1287 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-09-30,16500,1287.0,12.82,2024,9,Sep,40,,False
magicbricks,Kolar Road,3 BHK,"₹ 19,500/month",1470 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-09-30,19500,1470.0,13.27,2024,9,Sep,40,,False
magicbricks,Kolar Road,3 BHK,"₹ 14,500/month",1146 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-09-30,14500,1146.0,12.65,2024,9,Sep,40,,False
magicbricks,Kolar Road,3 BHK,"₹ 16,000/month",1425 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-09-30,16000,1425.0,11.23,2024,9,Sep,40,,False
magicbricks,Kolar Road,3 BHK,"₹ 16,000/month",1347 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-09-30,16000,1347.0,11.88,2024,9,Sep,40,,False
magicbricks,Kolar Road,3 BHK,"₹ 11,000/month",1440 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-09-30,11000,1440.0,7.64,2024,9,Sep,40,,False
magicbricks,Kolar Road,3 BHK,"₹ 13,500/month",1331 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-09-30,13500,1331.0,10.14,2024,9,Sep,40,,False
magicbricks,Kolar Road,3 BHK,"₹ 13,500/month",1353 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-09-30,13500,1353.0,9.98,2024,9,Sep,40,,False
magicbricks,Kolar Road,3 BHK,"₹ 18,000/month",1311 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-09-30,18000,1311.0,13.73,2024,9,Sep,40,,False
99acres,Kolar Road,3 BHK,"₹ 18,000/month",1422 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-09-30,18000,1422.0,12.66,2024,9,Sep,40,,False
magicbricks,Ayodhya Nagar,1 BHK,"₹ 7,500/month",604 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2024-09-30,7500,604.0,12.42,2024,9,Sep,40,,False
magicbricks,Ayodhya Nagar,1 BHK,"₹ 7,500/month",521 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2024-09-30,7500,521.0,14.4,2024,9,Sep,40,,False
magicbricks,Ayodhya Nagar,1 BHK,"₹ 7,000/month",635 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2024-09-30,7000,635.0,11.02,2024,9,Sep,40,,False
magicbricks,Ayodhya Nagar,1 BHK,"₹ 8,000/month",525 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2024-09-30,8000,525.0,15.24,2024,9,Sep,40,,False
magicbricks,Ayodhya Nagar,1 BHK,"₹ 7,000/month",413 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2024-09-30,7000,413.0,16.95,2024,9,Sep,40,,False
magicbricks,Ayodhya Nagar,1 BHK,"₹ 7,000/month",600 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2024-09-30,7000,600.0,11.67,2024,9,Sep,40,,False
99acres,Ayodhya Nagar,2 BHK,"₹ 11,000/month",737 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2024-09-30,11000,737.0,14.93,2024,9,Sep,40,,False
99acres,Ayodhya Nagar,2 BHK,"₹ 12,500/month",894 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2024-09-30,12500,894.0,13.98,2024,9,Sep,40,,False
99acres,Ayodhya Nagar,2 BHK,"₹ 11,000/month",1008 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2024-09-30,11000,1008.0,10.91,2024,9,Sep,40,,False
99acres,Ayodhya Nagar,2 BHK,"₹ 13,000/month",863 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2024-09-30,13000,863.0,15.06,2024,9,Sep,40,,False
magicbricks,Ayodhya Nagar,2 BHK,"₹ 9,500/month",1024 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2024-09-30,9500,1024.0,9.28,2024,9,Sep,40,,False
magicbricks,Ayodhya Nagar,2 BHK,"₹ 10,000/month",844 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2024-09-30,10000,844.0,11.85,2024,9,Sep,40,,False
magicbricks,Ayodhya Nagar,3 BHK,"₹ 19,000/month",1268 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2024-09-30,19000,1268.0,14.98,2024,9,Sep,40,,False
99acres,Ayodhya Nagar,3 BHK,"₹ 17,500/month",1220 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2024-09-30,17500,1220.0,14.34,2024,9,Sep,40,,False
magicbricks,Ayodhya Nagar,3 BHK,"₹ 16,500/month",1165 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2024-09-30,16500,1165.0,14.16,2024,9,Sep,40,,False
99acres,Ayodhya Nagar,3 BHK,"₹ 19,500/month",1479 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2024-09-30,19500,1479.0,13.18,2024,9,Sep,40,,False
99acres,Ayodhya Nagar,3 BHK,"₹ 16,000/month",1410 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2024-09-30,16000,1410.0,11.35,2024,9,Sep,40,,False
magicbricks,Ayodhya Nagar,3 BHK,"₹ 17,000/month",1274 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2024-09-30,17000,1274.0,13.34,2024,9,Sep,40,,False
99acres,Hoshangabad Road,1 BHK,"₹ 9,500/month",504 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2024-09-30,9500,504.0,18.85,2024,9,Sep,40,,False
magicbricks,Hoshangabad Road,1 BHK,"₹ 9,500/month",483 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2024-09-30,9500,483.0,19.67,2024,9,Sep,40,,False
99acres,Hoshangabad Road,1 BHK,"₹ 9,500/month",430 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2024-09-30,9500,430.0,22.09,2024,9,Sep,40,,False
magicbricks,Hoshangabad Road,1 BHK,"₹ 7,500/month",522 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2024-09-30,7500,522.0,14.37,2024,9,Sep,40,,False
magicbricks,Hoshangabad Road,1 BHK,"₹ 9,500/month",632 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2024-09-30,9500,632.0,15.03,2024,9,Sep,40,,False
magicbricks,Hoshangabad Road,2 BHK,"₹ 12,000/month",906 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2024-09-30,12000,906.0,13.25,2024,9,Sep,40,,False
99acres,Hoshangabad Road,2 BHK,"₹ 12,000/month",851 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2024-09-30,12000,851.0,14.1,2024,9,Sep,40,,False
99acres,Hoshangabad Road,2 BHK,"₹ 9,500/month",800 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2024-09-30,9500,800.0,11.88,2024,9,Sep,40,,False
magicbricks,Hoshangabad Road,2 BHK,"₹ 17,500/month",818 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2024-09-30,17500,818.0,21.39,2024,9,Sep,40,,False
99acres,Hoshangabad Road,2 BHK,"₹ 12,500/month",908 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2024-09-30,12500,908.0,13.77,2024,9,Sep,40,,False
99acres,Hoshangabad Road,3 BHK,"₹ 20,500/month",1140 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2024-09-30,20500,1140.0,17.98,2024,9,Sep,40,,False
99acres,Hoshangabad Road,3 BHK,"₹ 18,500/month",1418 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2024-09-30,18500,1418.0,13.05,2024,9,Sep,40,,False
magicbricks,Hoshangabad Road,3 BHK,"₹ 23,000/month",1160 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2024-09-30,23000,1160.0,19.83,2024,9,Sep,40,,False
99acres,Hoshangabad Road,3 BHK,"₹ 20,000/month",1297 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2024-09-30,20000,1297.0,15.42,2024,9,Sep,40,,False
99acres,Hoshangabad Road,3 BHK,"₹ 17,000/month",1474 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2024-09-30,17000,1474.0,11.53,2024,9,Sep,40,,False
99acres,Bairagarh,1 BHK,"₹ 6,000/month",401 sq.ft,1 BHK Flat in Bairagarh,https://example.com/bairagarh/1-bhk,2024-09-30,6000,401.0,14.96,2024,9,Sep,40,,False
magicbricks,Bairagarh,1 BHK,"₹ 4,500/month",408 sq.ft,1 BHK Flat in Bairagarh,https://example.com/bairagarh/1-bhk,2024-09-30,4500,408.0,11.03,2024,9,Sep,40,,False
magicbricks,Bairagarh,1 BHK,"₹ 5,000/month",646 sq.ft,1 BHK Flat in Bairagarh,https://example.com/bairagarh/1-bhk,2024-09-30,5000,646.0,7.74,2024,9,Sep,40,,False
magicbricks,Bairagarh,2 BHK,"₹ 6,500/month",938 sq.ft,2 BHK Flat in Bairagarh,https://example.com/bairagarh/2-bhk,2024-09-30,6500,938.0,6.93,2024,9,Sep,40,,False
99acres,Bairagarh,2 BHK,"₹ 7,500/month",933 sq.ft,2 BHK Flat in Bairagarh,https://example.com/bairagarh/2-bhk,2024-09-30,7500,933.0,8.04,2024,9,Sep,40,,False
magicbricks,Bairagarh,2 BHK,"₹ 9,000/month",714 sq.ft,2 BHK Flat in Bairagarh,https://example.com/bairagarh/2-bhk,2024-09-30,9000,714.0,12.61,2024,9,Sep,40,,False
99acres,Bairagarh,3 BHK,"₹ 10,000/month",1232 sq.ft,3 BHK Flat in Bairagarh,https://example.com/bairagarh/3-bhk,2024-09-30,10000,1232.0,8.12,2024,9,Sep,40,,False
99acres,Bairagarh,3 BHK,"₹ 11,000/month",1499 sq.ft,3 BHK Flat in Bairagarh,https://example.com/bairagarh/3-bhk,2024-09-30,11000,1499.0,7.34,2024,9,Sep,40,,False
99acres,Bairagarh,3 BHK,"₹ 14,000/month",1495 sq.ft,3 BHK Flat in Bairagarh,https://example.com/bairagarh/3-bhk,2024-09-30,14000,1495.0,9.36,2024,9,Sep,40,,False
magicbricks,Misrod,1 BHK,"₹ 4,500/month",597 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2024-09-30,4500,597.0,7.54,2024,9,Sep,40,,False
magicbricks,Misrod,1 BHK,"₹ 6,000/month",606 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2024-09-30,6000,606.0,9.9,2024,9,Sep,40,,False
magicbricks,Misrod,1 BHK,"₹ 6,000/month",427 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2024-09-30,6000,427.0,14.05,2024,9,Sep,40,,False
99acres,Misrod,1 BHK,"₹ 4,500/month",554 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2024-09-30,4500,554.0,8.12,2024,9,Sep,40,,False
magicbricks,Misrod,1 BHK,"₹ 5,500/month",608 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2024-09-30,5500,608.0,9.05,2024,9,Sep,40,,False
magicbricks,Misrod,1 BHK,"₹ 5,500/month",435 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2024-09-30,5500,435.0,12.64,2024,9,Sep,40,,False
magicbricks,Misrod,2 BHK,"₹ 8,000/month",912 sq.ft,2 BHK Flat in Misrod,https://example.com/misrod/2-bhk,2024-09-30,8000,912.0,8.77,2024,9,Sep,40,,False
99acres,Misrod,2 BHK,"₹ 7,000/month",755 sq.ft,2 BHK Flat in Misrod,https://example.com/misrod/2-bhk,2024-09-30,7000,755.0,9.27,2024,9,Sep,40,,False
